,tpid,tp_name,genename1,genename2,tp_moatype,tp_tcrd_tdl,gosemsinbp,gosemsincc,gosemsinmf,tp_keggpathways_no,tp_reactomepathways_no,tp_wikipathways_no,tp_associateddrugs_no,tp_associateddiseases_no,dcid,dc_name,dc_sourcetype,fdid,fd_name,md_name,maxphase
152,TP00073,AKT3;MAP2K1,AKT3,MAP2K1,CIT+CIT,Tchem+Tclin,0.475,0.681,0.824,72,0,31,3,3,DC00106,Afuresertib;Trametinib,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
155,TP00074,AKT3;MAP2K2,AKT3,MAP2K2,CIT+CIT,Tchem+Tclin,0.447,0.621,0.817,64,0,27,3,3,DC01485,MK2206;Selumetinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
156,TP00074,AKT3;MAP2K2,AKT3,MAP2K2,CIT+CIT,Tchem+Tclin,0.447,0.621,0.817,64,0,27,3,3,DC01485,MK2206;Selumetinib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
158,TP00074,AKT3;MAP2K2,AKT3,MAP2K2,CIT+CIT,Tchem+Tclin,0.447,0.621,0.817,64,0,27,3,3,DC00106,Afuresertib;Trametinib,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
160,TP00075,AKT3;MTOR,AKT3,MTOR,CIT+CIT,Tchem+Tclin,0.395,0.641,0.785,43,6,21,1,1,DC01484,MK2206;Ridaforolimus,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
161,TP00076,AKT3;PARP1,AKT3,PARP1,CIT+CIT,Tchem+Tclin,0.367,0.629,0.522,2,0,1,1,1,DC00652,Capivasertib;Olaparib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
162,TP00077,AKT3;PARP2,AKT3,PARP2,CIT+CIT,Tchem+Tclin,0.375,0.653,0.458,1,0,0,1,1,DC00652,Capivasertib;Olaparib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
163,TP00078,ALCAM;CD274,ALCAM,CD274,CET+CIT,Tbio+Tclin,0.349,0.603,1.0,1,0,0,1,1,DC01649,Pacmilimab;Praluzatamab Ravtansine,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
164,TP00079,ALK;AR,ALK,AR,CIT+CIT,Tclin+Tclin,0.521,0.57,0.441,1,0,1,1,1,DC00815,Crizotinib;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
165,TP00080,ALK;CD274,ALK,CD274,CET+CIT,Tclin+Tclin,0.338,0.571,1.0,1,0,0,4,1,DC00341,Avelumab;Crizotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
169,TP00081,ALK;CDK4,ALK,CDK4,CIT+CIT,Tclin+Tclin,0.512,0.365,0.781,2,0,2,1,1,DC00715,Ceritinib;Ribociclib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
170,TP00082,ALK;CDK6,ALK,CDK6,CIT+CIT,Tclin+Tclin,0.527,0.32,0.79,2,0,2,1,1,DC00715,Ceritinib;Ribociclib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
171,TP00083,ALK;CTLA4,ALK,CTLA4,CET+CIT,Tclin+Tclin,0.302,0.657,1.0,0,0,0,1,1,DC00818,Crizotinib;Ipilimumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
172,TP00084,ALK;EGFR,ALK,EGFR,CIT+CIT,Tclin+Tclin,0.585,0.557,0.77,3,0,2,3,1,DC00816,Crizotinib;Erlotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
175,TP00085,ALK;HSP90AA1,ALK,HSP90AA1,CIT+CIT,Tchem+Tclin,0.378,0.51,0.618,1,0,1,3,1,DC00821,Crizotinib;Onalespib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
178,TP00086,ALK;HSP90AB1,ALK,HSP90AB1,CIT+CIT,Tchem+Tclin,0.401,0.51,0.614,1,0,1,3,1,DC00817,Crizotinib;Ganetespib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
181,TP00087,ALK;KDR,ALK,KDR,CET+CIT,Tclin+Tclin,0.564,0.612,0.862,0,0,0,1,1,DC01451,Lorlatinib;Ramucirumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
182,TP00088,ALK;MAP2K1,ALK,MAP2K1,CIT+CIT,Tclin+Tclin,0.59,0.394,0.774,3,0,4,3,2,DC00716,Ceritinib;Trametinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
183,TP00088,ALK;MAP2K1,ALK,MAP2K1,CIT+CIT,Tclin+Tclin,0.59,0.394,0.774,3,0,4,3,2,DC00716,Ceritinib;Trametinib,DrugComb,FD00026,Melanoma,Melanoma,Phase 1
186,TP00089,ALK;MAP2K2,ALK,MAP2K2,CIT+CIT,Tclin+Tclin,0.504,0.345,0.76,3,0,4,2,2,DC00535,Binimetinib;Lorlatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
188,TP00089,ALK;MAP2K2,ALK,MAP2K2,CIT+CIT,Tclin+Tclin,0.504,0.345,0.76,3,0,4,2,2,DC00716,Ceritinib;Trametinib,DrugComb,FD00026,Melanoma,Melanoma,Phase 1
189,TP00090,ALK;MTOR,ALK,MTOR,CIT+CIT,Tclin+Tclin,0.466,0.354,0.71,2,0,1,1,1,DC00712,Ceritinib;Everolimus,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
190,TP00091,ALK;PDCD1,ALK,PDCD1,CET+CIT,Tclin+Tclin,0.363,0.578,1.0,1,0,0,3,1,DC00820,Crizotinib;Nivolumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
193,TP00092,ALK;PTPN11,ALK,PTPN11,CIT+CIT,Tchem+Tclin,0.47,0.483,0.483,1,0,1,1,1,DC00392,Batoprotafib;Lorlatinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
194,TP00093,ALK;VEGFA,ALK,VEGFA,CET+CIT,Tclin+Tclin,0.48,0.424,0.525,1,0,2,3,1,DC00439,Bevacizumab;Crizotinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
197,TP00094,ANGPT1;MTOR,ANGPT1,MTOR,CIT+CIT,Tbio+Tclin,0.402,0.365,0.459,2,0,3,1,1,DC01952,Temsirolimus;Trebananib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
198,TP00095,ANGPT1;PDCD1,ANGPT1,PDCD1,CET+CIT,Tbio+Tclin,0.306,0.512,1.0,0,0,0,1,1,DC01747,Pembrolizumab;Trebananib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
199,TP00096,ANGPT2;CD40,ANGPT2,CD40,CET+CET,Tchem+Tclin,0.412,0.672,0.646,0,0,0,1,1,DC01894,Selicrelumab;Vanucizumab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
200,TP00097,ANGPT2;CD79B,ANGPT2,CD79B,CET+CIT,Tclin+Tclin,0.359,0.626,0.656,0,0,0,1,1,DC01823,Polatuzumab Vedotin;Vanucizumab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 2
201,TP00098,ANGPT2;CRBN,ANGPT2,CRBN,CET+CIT,Tclin+Tclin,0.151,0.558,0.866,0,0,0,1,1,DC01414,Lenalidomide;Vanucizumab,DrugComb,FD00024,Lymphoma,Hematologic Malignancy,Phase 1|Phase 2
202,TP00099,ANGPT2;MTOR,ANGPT2,MTOR,CET+CIT,Tclin+Tclin,0.354,0.526,0.412,3,0,3,1,1,DC01952,Temsirolimus;Trebananib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
203,TP00100,ANGPT2;PDCD1,ANGPT2,PDCD1,CET+CET,Tclin+Tclin,0.315,0.539,1.0,0,0,0,2,3,DC00515,BI836880;Ezabenlimab,DrugComb,FD00002,Anal Cancer,Other Cancer,Phase 2
204,TP00100,ANGPT2;PDCD1,ANGPT2,PDCD1,CET+CET,Tclin+Tclin,0.315,0.539,1.0,0,0,0,2,3,DC00515,BI836880;Ezabenlimab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
205,TP00100,ANGPT2;PDCD1,ANGPT2,PDCD1,CET+CET,Tclin+Tclin,0.315,0.539,1.0,0,0,0,2,3,DC00515,BI836880;Ezabenlimab,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
207,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC00458,Bevacizumab;MEDI3617,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1
208,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC02041,BI836880,BsAb,FD00002,Anal Cancer,Other Cancer,Phase 2
209,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC02041,BI836880,BsAb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1
210,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC02041,BI836880,BsAb,FD00022,Liver Cancer,Liver Cancer,Phase 1
211,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC02041,BI836880,BsAb,FD00023,Lung Cancer,Lung Cancer,Phase 2
212,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC02041,BI836880,BsAb,FD00033,Other Cancer,Other Cancer,Phase 1
214,TP00101,ANGPT2;VEGFA,ANGPT2,VEGFA,CET+CET,Tclin+Tclin,0.466,0.658,0.636,6,0,4,4,7,DC02287,Vanucizumab,BsAb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 2
216,TP00102,AR;BRD2,AR,BRD2,CIT+CIT,Tchem+Tclin,0.338,0.879,0.525,0,0,0,2,1,DC01020,Enzalutamide;ZEN003694,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
218,TP00103,AR;BRD3,AR,BRD3,CIT+CIT,Tchem+Tclin,0.217,0.663,0.544,0,0,0,2,1,DC01020,Enzalutamide;ZEN003694,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
220,TP00104,AR;BRD4,AR,BRD4,CIT+CIT,Tchem+Tclin,0.353,0.733,0.578,0,0,0,2,1,DC01020,Enzalutamide;ZEN003694,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
222,TP00105,AR;BRDT,AR,BRDT,CIT+CIT,Tchem+Tclin,0.365,0.663,0.415,0,0,1,2,1,DC00140,Alobresib;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
224,TP00106,AR;CD274,AR,CD274,CET+CIT,Tclin+Tclin,0.32,0.624,1.0,0,0,0,1,1,DC00270,Atezolizumab;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 3
225,TP00107,AR;CDK2,AR,CDK2,CIT+CIT,Tchem+Tclin,0.435,0.723,0.447,3,0,2,1,1,DC01014,Enzalutamide;NUV422,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
226,TP00108,AR;CDK4,AR,CDK4,CIT+CIT,Tclin+Tclin,0.505,0.73,0.427,1,0,2,4,2,DC00013,Abemaciclib;Bicalutamide,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
228,TP00108,AR;CDK4,AR,CDK4,CIT+CIT,Tclin+Tclin,0.505,0.73,0.427,1,0,2,4,2,DC01014,Enzalutamide;NUV422,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
230,TP00109,AR;CDK6,AR,CDK6,CIT+CIT,Tclin+Tclin,0.466,0.732,0.452,1,0,1,4,2,DC00013,Abemaciclib;Bicalutamide,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1|Phase 2
232,TP00109,AR;CDK6,AR,CDK6,CIT+CIT,Tclin+Tclin,0.466,0.732,0.452,1,0,1,4,2,DC01014,Enzalutamide;NUV422,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
234,TP00110,AR;CYP19A1,AR,CYP19A1,CIT+CIT,Tclin+Tclin,0.365,0.524,0.291,0,0,0,2,1,DC00520,Bicalutamide;Letrozole,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
236,TP00111,AR;ENG,AR,ENG,CIT+CIT,Tbio+Tclin,0.471,0.636,0.482,0,0,0,2,1,DC00230,Apalutamide;Carotuximab,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
238,TP00112,AR;ERBB2,AR,ERBB2,CIT+CIT,Tclin+Tclin,0.54,0.73,0.495,2,0,1,1,1,DC01019,Enzalutamide;Trastuzumab,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 2
239,TP00113,AR;FASN,AR,FASN,CIT+CIT,Tchem+Tclin,0.281,0.712,0.367,0,0,0,1,1,DC00877,Denifanstat;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
240,TP00114,AR;FLT1,AR,FLT1,CET+CIT,Tclin+Tclin,0.455,0.574,0.436,0,0,0,1,1,DC01018,Enzalutamide;Tivozanib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
241,TP00115,AR;FLT4,AR,FLT4,CET+CIT,Tclin+Tclin,0.483,0.812,0.464,1,0,1,1,1,DC01018,Enzalutamide;Tivozanib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
242,TP00116,AR;GNRHR,AR,GNRHR,CIT+CIT,Tclin+Tclin,0.373,0.518,0.242,0,0,0,3,1,DC00517,Bicalutamide;Degarelix,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
245,TP00117,AR;HDAC1,AR,HDAC1,CIT+CIT,Tclin+Tclin,0.525,0.851,0.653,1,0,3,2,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
247,TP00118,AR;HDAC10,AR,HDAC10,CIT+CIT,Tclin+Tclin,0.255,0.795,0.519,0,0,0,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
248,TP00119,AR;HDAC11,AR,HDAC11,CIT+CIT,Tclin+Tclin,0.158,0.697,0.489,0,0,0,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
249,TP00120,AR;HDAC2,AR,HDAC2,CIT+CIT,Tclin+Tclin,0.481,0.858,0.598,1,0,1,2,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
251,TP00121,AR;HDAC3,AR,HDAC3,CIT+CIT,Tclin+Tclin,0.393,0.857,0.589,0,1,0,2,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
253,TP00122,AR;HDAC4,AR,HDAC4,CIT+CIT,Tclin+Tclin,0.42,0.851,0.639,0,1,0,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
254,TP00123,AR;HDAC5,AR,HDAC5,CIT+CIT,Tclin+Tclin,0.36,0.833,0.642,0,0,0,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
255,TP00124,AR;HDAC6,AR,HDAC6,CIT+CIT,Tclin+Tclin,0.371,0.682,0.633,0,1,0,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
256,TP00125,AR;HDAC7,AR,HDAC7,CIT+CIT,Tclin+Tclin,0.33,0.823,0.564,0,0,0,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
257,TP00126,AR;HDAC8,AR,HDAC8,CIT+CIT,Tclin+Tclin,0.257,0.861,0.527,0,0,0,2,1,DC00995,Entinostat;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
259,TP00127,AR;HDAC9,AR,HDAC9,CIT+CIT,Tclin+Tclin,0.35,0.821,0.552,0,0,1,1,1,DC00522,Bicalutamide;Panobinostat,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1|Phase 2
260,TP00128,AR;KDR,AR,KDR,CET+CIT,Tclin+Tclin,0.505,0.663,0.477,0,0,0,1,1,DC01018,Enzalutamide;Tivozanib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
261,TP00129,AR;MET,AR,MET,CIT+CIT,Tclin+Tclin,0.518,0.552,0.436,1,0,1,1,1,DC00815,Crizotinib;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
262,TP00130,AR;MTOR,AR,MTOR,CIT+CIT,Tclin+Tclin,0.438,0.692,0.493,3,0,3,3,1,DC01016,Enzalutamide;Samotolisib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
265,TP00131,AR;PARP1,AR,PARP1,CIT+CIT,Tclin+Tclin,0.417,0.808,0.608,0,0,1,2,1,DC01017,Enzalutamide;Talazoparib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Approval
267,TP00132,AR;PARP2,AR,PARP2,CIT+CIT,Tclin+Tclin,0.239,0.707,0.533,0,0,0,2,1,DC01013,Enzalutamide;Niraparib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
269,TP00133,AR;PIK3CA,AR,PIK3CA,CIT+CIT,Tclin+Tclin,0.427,0.612,0.37,3,0,3,2,2,DC01016,Enzalutamide;Samotolisib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
270,TP00133,AR;PIK3CA,AR,PIK3CA,CIT+CIT,Tclin+Tclin,0.427,0.612,0.37,3,0,3,2,2,DC00147,Alpelisib;Enzalutamide,DrugComb,FD00007,Breast Cancer,Breast Cancer,Phase 1
271,TP00134,AR;PIK3CB,AR,PIK3CB,CIT+CIT,Tchem+Tclin,0.406,0.798,0.406,3,0,1,1,1,DC01010,Enzalutamide;GSK2636771,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 1
272,TP00135,AR;TGFBR1,AR,TGFBR1,CIT+CIT,Tchem+Tclin,0.571,0.635,0.475,1,1,1,1,1,DC01009,Enzalutamide;Galunisertib,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
273,TP00136,AR;TNFSF11,AR,TNFSF11,CIT+CIT,Tclin+Tclin,0.518,0.634,0.527,1,0,0,1,1,DC00880,Denosumab;Enzalutamide,DrugComb,FD00038,Prostate Cancer,Prostate Cancer,Phase 2
274,TP00137,ARAF;AURKA,ARAF,AURKA,CIT+CIT,Tchem+Tchem,0.406,0.494,0.881,1,0,0,1,1,DC00138,Alisertib;Tovorafenib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
275,TP00138,ARAF;EGFR,ARAF,EGFR,CIT+CIT,Tchem+Tclin,0.416,0.457,0.708,22,0,11,1,1,DC00761,Cetuximab;Tovorafenib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
276,TP00139,ARAF;KRAS,ARAF,KRAS,CIT+CIT,Tchem+Tclin,0.434,0.581,0.383,34,3,20,2,1,DC00072,Adagrasib;Avutometinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
278,TP00140,ARAF;MAP2K1,ARAF,MAP2K1,CIT+CIT,Tchem+Tclin,0.384,0.649,0.806,36,8,22,4,5,DC00767,CFT1946;Trametinib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
280,TP00140,ARAF;MAP2K1,ARAF,MAP2K1,CIT+CIT,Tchem+Tclin,0.384,0.649,0.806,36,8,22,4,5,DC01969,Trametinib;XP102,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
281,TP00140,ARAF;MAP2K1,ARAF,MAP2K1,CIT+CIT,Tchem+Tclin,0.384,0.649,0.806,36,8,22,4,5,DC01969,Trametinib;XP102,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1|Phase 2
282,TP00140,ARAF;MAP2K1,ARAF,MAP2K1,CIT+CIT,Tchem+Tclin,0.384,0.649,0.806,36,8,22,4,5,DC01969,Trametinib;XP102,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
283,TP00140,ARAF;MAP2K1,ARAF,MAP2K1,CIT+CIT,Tchem+Tclin,0.384,0.649,0.806,36,8,22,4,5,DC01969,Trametinib;XP102,DrugComb,FD00026,Melanoma,Melanoma,Phase 1|Phase 2
285,TP00141,ARAF;MAP2K2,ARAF,MAP2K2,CIT+CIT,Tchem+Tclin,0.58,0.612,0.862,31,8,21,4,5,DC00767,CFT1946;Trametinib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1|Phase 2
287,TP00141,ARAF;MAP2K2,ARAF,MAP2K2,CIT+CIT,Tchem+Tclin,0.58,0.612,0.862,31,8,21,4,5,DC01969,Trametinib;XP102,DrugComb,FD00011,Colorectal Cancer,Colorectal Cancer,Phase 1|Phase 2
288,TP00141,ARAF;MAP2K2,ARAF,MAP2K2,CIT+CIT,Tchem+Tclin,0.58,0.612,0.862,31,8,21,4,5,DC01969,Trametinib;XP102,DrugComb,FD00018,Head and Neck Cancer,Head and Neck Cancer,Phase 1|Phase 2
289,TP00141,ARAF;MAP2K2,ARAF,MAP2K2,CIT+CIT,Tchem+Tclin,0.58,0.612,0.862,31,8,21,4,5,DC01969,Trametinib;XP102,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
290,TP00141,ARAF;MAP2K2,ARAF,MAP2K2,CIT+CIT,Tchem+Tclin,0.58,0.612,0.862,31,8,21,4,5,DC01969,Trametinib;XP102,DrugComb,FD00026,Melanoma,Melanoma,Phase 1|Phase 2
292,TP00142,ARAF;MTOR,ARAF,MTOR,CIT+CIT,Tchem+Tclin,0.319,0.567,0.77,16,0,10,1,2,DC00356,Avutometinib;Everolimus,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1
293,TP00142,ARAF;MTOR,ARAF,MTOR,CIT+CIT,Tchem+Tclin,0.319,0.567,0.77,16,0,10,1,2,DC00356,Avutometinib;Everolimus,DrugComb,FD00030,Myeloma,Hematologic Malignancy,Phase 1
294,TP00143,ARAF;PDCD1,ARAF,PDCD1,CET+CIT,Tchem+Tclin,0.302,0.292,1.0,0,0,0,1,1,DC01588,Nivolumab;Tovorafenib,DrugComb,FD00026,Melanoma,Melanoma,Phase 1
295,TP00144,ARAF;PTK2,ARAF,PTK2,CET+CIT,Tchem+Tclin,0.437,0.561,0.768,6,0,4,1,3,DC00355,Avutometinib;Defactinib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
296,TP00144,ARAF;PTK2,ARAF,PTK2,CET+CIT,Tchem+Tclin,0.437,0.561,0.768,6,0,4,1,3,DC00355,Avutometinib;Defactinib,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 1
297,TP00144,ARAF;PTK2,ARAF,PTK2,CET+CIT,Tchem+Tclin,0.437,0.561,0.768,6,0,4,1,3,DC00355,Avutometinib;Defactinib,DrugComb,FD00035,Pancreatic Cancer,Pancreatic Cancer,Phase 1
298,TP00145,ARG1;PDCD1,ARG1,PDCD1,CET+CIT,Tchem+Tclin,0.284,0.273,1.0,0,0,1,1,1,DC01604,Numidargistat;Pembrolizumab,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
299,TP00146,ATR;BTK,ATR,BTK,CIT+CIT,Tchem+Tclin,0.357,0.574,0.698,0,0,0,1,1,DC00056,Acalabrutinib;Ceralasertib,DrugComb,FD00021,Leukemia,Hematologic Malignancy,Phase 1
300,TP00147,ATR;CD274,ATR,CD274,CET+CIT,Tchem+Tclin,0.238,0.546,1.0,0,0,0,2,4,DC00255,Atezolizumab;Camonsertib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
301,TP00147,ATR;CD274,ATR,CD274,CET+CIT,Tchem+Tclin,0.238,0.546,1.0,0,0,0,2,4,DC00709,Ceralasertib;Durvalumab,DrugComb,FD00022,Liver Cancer,Liver Cancer,Phase 2
303,TP00147,ATR;CD274,ATR,CD274,CET+CIT,Tchem+Tclin,0.238,0.546,1.0,0,0,0,2,4,DC00709,Ceralasertib;Durvalumab,DrugComb,FD00026,Melanoma,Melanoma,Phase 2
304,TP00147,ATR;CD274,ATR,CD274,CET+CIT,Tchem+Tclin,0.238,0.546,1.0,0,0,0,2,4,DC00709,Ceralasertib;Durvalumab,DrugComb,FD00041,Stomach Cancer,Stomach Cancer,Phase 2
305,TP00148,ATR;PARP1,ATR,PARP1,CIT+CIT,Tchem+Tclin,0.516,0.773,0.569,0,0,4,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
306,TP00148,ATR;PARP1,ATR,PARP1,CIT+CIT,Tchem+Tclin,0.516,0.773,0.569,0,0,4,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 2
307,TP00148,ATR;PARP1,ATR,PARP1,CIT+CIT,Tchem+Tclin,0.516,0.773,0.569,0,0,4,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 2
308,TP00148,ATR;PARP1,ATR,PARP1,CIT+CIT,Tchem+Tclin,0.516,0.773,0.569,0,0,4,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00040,Soft Tissue Sarcoma,Other Cancer,Phase 2
310,TP00149,ATR;PARP2,ATR,PARP2,CIT+CIT,Tchem+Tclin,0.444,0.859,0.535,0,0,1,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 2
311,TP00149,ATR;PARP2,ATR,PARP2,CIT+CIT,Tchem+Tclin,0.444,0.859,0.535,0,0,1,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 2
312,TP00149,ATR;PARP2,ATR,PARP2,CIT+CIT,Tchem+Tclin,0.444,0.859,0.535,0,0,1,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00034,Ovarian Cancer,Ovarian Cancer,Phase 2
313,TP00149,ATR;PARP2,ATR,PARP2,CIT+CIT,Tchem+Tclin,0.444,0.859,0.535,0,0,1,2,4,DC00710,Ceralasertib;Olaparib,DrugComb,FD00040,Soft Tissue Sarcoma,Other Cancer,Phase 2
315,TP00150,ATR;PDCD1,ATR,PDCD1,CET+CIT,Tchem+Tclin,0.227,0.204,1.0,0,0,0,1,1,DC00706,Cemiplimab;Tuvusertib,DrugComb,FD00023,Lung Cancer,Lung Cancer,Phase 1|Phase 2
316,TP00151,ATR;PIK3CA,ATR,PIK3CA,CIT+CIT,Tchem+Tclin,0.36,0.347,0.738,4,0,2,1,1,DC00798,Copanlisib;Elimusertib,DrugComb,FD00033,Other Cancer,Other Cancer,Phase 1
