dcid	dc_name	dc_sourcetype	fdid	fd_name	md_name	maxphase
DC00206	Anlotinib;BR790	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00207	Anlotinib;Cadonilimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00208	Anlotinib;Camrelizumab	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 2
DC00209	Anlotinib;Dacomitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00210	Anlotinib;Everolimus	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC00211	Anlotinib;Fuzuloparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00212	Anlotinib;Gefitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00213	Anlotinib;Icotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00214	Anlotinib;JNJ64794964	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00215	Anlotinib;Niraparib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00216	Anlotinib;Nivolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00217	Anlotinib;Olaparib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00218	Anlotinib;Osimertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00219	Anlotinib;Pembrolizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00219	Anlotinib;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00220	Anlotinib;Penpulimab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00220	Anlotinib;Penpulimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00220	Anlotinib;Penpulimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00221	Anlotinib;Sintilimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00222	Anlotinib;Sunvozertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00223	Anlotinib;Tislelizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00223	Anlotinib;Tislelizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00223	Anlotinib;Tislelizumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC00224	Anlotinib;Toripalimab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00224	Anlotinib;Toripalimab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00224	Anlotinib;Toripalimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00225	Anlotinib;TQB2858	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00226	Anlotinib;TQB3616	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00227	Anlotinib;Trametinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00228	ANV419;Ipilimumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00229	Anvatabart Opadotin;Pyrotinib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2|Phase 3
DC00230	Apalutamide;Carotuximab	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC00231	Apalutamide;Degarelix	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 2
DC00232	Apitolisib;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00233	Apolizumab;Rituximab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC00233	Apolizumab;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00234	ARRY382;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00235	Asciminib;Imatinib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC00236	Asciminib;Nilotinib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 2
DC00237	Ascrinvacumab;Regorafenib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00238	ASP1570;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00239	ASP1951;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00240	ASP8374;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00241	Asparaginase;Venetoclax	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Early Phase 1
DC00242	AT7519M;Bortezomib	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1|Phase 2
DC00243	Atamparib;Pembrolizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00244	Atezolizumab;BDB001	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00245	Atezolizumab;Bempegaldesleukin	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 2
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 3
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Approval
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Approval
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00246	Atezolizumab;Bevacizumab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00247	Atezolizumab;Bevacizumab;Cobimetinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00248	Atezolizumab;Bevacizumab;Ipatasertib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00249	Atezolizumab;Bevacizumab;Selicrelumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00249	Atezolizumab;Bevacizumab;Selicrelumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00250	Atezolizumab;Bevacizumab;Tiragolumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00250	Atezolizumab;Bevacizumab;Tiragolumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00251	Atezolizumab;Bevacizumab;Tocilizumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00252	Atezolizumab;Bevacizumab;TTI101	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00253	Atezolizumab;Bomedemstat	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00254	Atezolizumab;Cabozantinib	DrugComb	FD00017	Glioma	Glioma	Phase 1|Phase 2
DC00254	Atezolizumab;Cabozantinib	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 3
DC00254	Atezolizumab;Cabozantinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00254	Atezolizumab;Cabozantinib	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 2
DC00255	Atezolizumab;Camonsertib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00256	Atezolizumab;Cibisatamab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00256	Atezolizumab;Cibisatamab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00257	Atezolizumab;Ciforadenant	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 3
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1|Phase 2
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00040	Soft Tissue Sarcoma	Other Cancer	Phase 1|Phase 2
DC00258	Atezolizumab;Cobimetinib	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC00259	Atezolizumab;Cobimetinib;Vemurafenib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2|Phase 3
DC00259	Atezolizumab;Cobimetinib;Vemurafenib	DrugComb	FD00026	Melanoma	Melanoma	Approval
DC00260	Atezolizumab;D2C7IT	DrugComb	FD00017	Glioma	Glioma	Phase 1
DC00261	Atezolizumab;Daratumumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00262	Atezolizumab;Divarasib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00263	Atezolizumab;DSP107	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00263	Atezolizumab;DSP107	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00264	Atezolizumab;Eciskafusp Alfa	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00265	Atezolizumab;Efineptakin Alfa	DrugComb	FD00012	Cutaneous Squamous Cell Carcinoma	Other Cancer	Phase 1|Phase 2
DC00265	Atezolizumab;Efineptakin Alfa	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00265	Atezolizumab;Efineptakin Alfa	DrugComb	FD00026	Melanoma	Melanoma	Phase 1|Phase 2
DC00265	Atezolizumab;Efineptakin Alfa	DrugComb	FD00028	Merkel Cell Carcinoma	Other Cancer	Phase 1|Phase 2
DC00266	Atezolizumab;Emactuzumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00266	Atezolizumab;Emactuzumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00267	Atezolizumab;Emactuzumab;Obinutuzumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00268	Atezolizumab;Enfortumab Vedotin	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1|Phase 2
DC00269	Atezolizumab;Entinostat	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00270	Atezolizumab;Enzalutamide	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 3
DC00271	Atezolizumab;Epacadostat	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1
DC00271	Atezolizumab;Epacadostat	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00272	Atezolizumab;Erlotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00273	Atezolizumab;Etrumadenant;Regorafenib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00274	Atezolizumab;Evolocumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00275	Atezolizumab;Fulvestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00276	Atezolizumab;Fulvestrant;Ipatasertib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00277	Atezolizumab;GB1211	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00278	Atezolizumab;Gilteritinib	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1|Phase 2
DC00279	Atezolizumab;Giredestrant	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00280	Atezolizumab;Idasanutlin	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00280	Atezolizumab;Idasanutlin	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00281	Atezolizumab;Imatinib	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 2
DC00282	Atezolizumab;Inobrodib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00283	Atezolizumab;Ipatasertib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00283	Atezolizumab;Ipatasertib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00284	Atezolizumab;Isatuximab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00285	Atezolizumab;KF0210	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00286	Atezolizumab;Ladiratuzumab Vedotin	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00287	Atezolizumab;Lenvatinib;Sorafenib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 3
DC00288	Atezolizumab;Letrozole	DrugComb	FD00007	Breast Cancer	Breast Cancer	Early Phase 1
DC00289	Atezolizumab;Linagliptin	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00290	Atezolizumab;Lirilumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00291	Atezolizumab;Lirilumab;Obinutuzumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00292	Atezolizumab;Magrolimab	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1|Phase 2
DC00292	Atezolizumab;Magrolimab	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1
DC00293	Atezolizumab;Motixafortide	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1|Phase 2
DC00293	Atezolizumab;Motixafortide	DrugComb	FD00021	Leukemia	Hematologic Malignancy	Phase 1|Phase 2
DC00293	Atezolizumab;Motixafortide	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC00293	Atezolizumab;Motixafortide	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC00294	Atezolizumab;Niraparib	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1|Phase 2
DC00295	Atezolizumab;Obinutuzumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00296	Atezolizumab;Ramucirumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00297	Atezolizumab;Regorafenib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1|Phase 2
DC00298	Atezolizumab;RO6870810	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00298	Atezolizumab;RO6870810	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC00299	Atezolizumab;RO7300490	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00300	Atezolizumab;RO7496353	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00301	Atezolizumab;Rociletinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00302	Atezolizumab;Rogaratinib	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1
DC00303	Atezolizumab;Rucaparib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1
DC00303	Atezolizumab;Rucaparib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00304	Atezolizumab;Sacituzumab Govitecan	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00305	Atezolizumab;SB11285	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
DC00305	Atezolizumab;SB11285	DrugComb	FD00026	Melanoma	Melanoma	Phase 1
DC00306	Atezolizumab;Selicrelumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00306	Atezolizumab;Selicrelumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00307	Atezolizumab;Simlukafusp Alfa	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC00308	Atezolizumab;Sotorasib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00309	Atezolizumab;Tazemetostat	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00310	Atezolizumab;Tinengotinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1|Phase 2
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1|Phase 2
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 1
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00014	Esophageal Cancer	Esophageal Cancer	Phase 1|Phase 2
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00311	Atezolizumab;Tiragolumab	DrugComb	FD00041	Stomach Cancer	Stomach Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00032	Neuroendocrine Tumor	Other Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00038	Prostate Cancer	Prostate Cancer	Phase 1|Phase 2
DC00312	Atezolizumab;Tivozanib	DrugComb	FD00043	Vulvar Cancer	Other Cancer	Phase 1|Phase 2
DC00313	Atezolizumab;Tocilizumab	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1|Phase 2
DC00313	Atezolizumab;Tocilizumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00314	Atezolizumab;Trabedersen	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00315	Atezolizumab;Trastuzumab Emtansine	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 3
DC00315	Atezolizumab;Trastuzumab Emtansine	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00316	Atezolizumab;Uliledlimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00316	Atezolizumab;Uliledlimab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00316	Atezolizumab;Uliledlimab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00317	Atezolizumab;Varlilumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00318	Atezolizumab;Vidutolimod	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00319	Atezolizumab;Vismodegib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 2
DC00320	Atezolizumab;Vonlerolizumab	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 2
DC00321	Atezolizumab;Vopikitug	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00322	Atezolizumab;Vorolanib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00323	Atezolizumab;XmAb24306;XmAb24306	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00324	Atezolizumab;Zanzalintinib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00325	ATG037;Pembrolizumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00326	Aumolertinib;Disitamab Vedotin	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00327	Aumolertinib;Envafolimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00328	Aumolertinib;Famitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00329	Aumolertinib;Gentuximab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00330	Aumolertinib;HS10241	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00331	Aumolertinib;Retlirafusp Alfa	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00332	Avadomide;Nivolumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1|Phase 2
DC00332	Avadomide;Nivolumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00333	Avadomide;Onatasertib;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00334	Avadomide;Rituximab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00335	Avadomide;Rituximab;Spebrutinib	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00336	Avadomide;Sorafenib	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 1
DC00337	Avelumab;Axitinib	DrugComb	FD00017	Glioma	Glioma	Phase 2
DC00337	Avelumab;Axitinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00337	Avelumab;Axitinib	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Approval
DC00337	Avelumab;Axitinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00338	Avelumab;Batiraxcept	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1
DC00339	Avelumab;Bempegaldesleukin	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 2
DC00340	Avelumab;Cetuximab	DrugComb	FD00002	Anal Cancer	Other Cancer	Phase 2
DC00340	Avelumab;Cetuximab	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00340	Avelumab;Cetuximab	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 2
DC00341	Avelumab;Crizotinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00342	Avelumab;KHK2455	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 1
DC00343	Avelumab;Lenvatinib	DrugComb	FD00008	Central Nervous System Tumor	Other Cancer	Phase 1
DC00344	Avelumab;Lorlatinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00345	Avelumab;Magrolimab	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC00346	Avelumab;Mavelertinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00347	Avelumab;Navtemadlin	DrugComb	FD00028	Merkel Cell Carcinoma	Other Cancer	Phase 1|Phase 2
DC00348	Avelumab;Pepinemab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00349	Avelumab;Peposertib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00350	Avelumab;Rituximab;Utomilumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 1
DC00351	Avelumab;Talazoparib	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 1|Phase 2
DC00351	Avelumab;Talazoparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 3
DC00351	Avelumab;Talazoparib	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 2
DC00352	Avelumab;Tomivosertib	DrugComb	FD00011	Colorectal Cancer	Colorectal Cancer	Phase 2
DC00353	Avelumab;Trastuzumab;Utomilumab	DrugComb	FD00007	Breast Cancer	Breast Cancer	Phase 2
DC00354	Avelumab;Xevinapant	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00355	Avutometinib;Defactinib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00355	Avutometinib;Defactinib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1
DC00355	Avutometinib;Defactinib	DrugComb	FD00035	Pancreatic Cancer	Pancreatic Cancer	Phase 1
DC00356	Avutometinib;Everolimus	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00356	Avutometinib;Everolimus	DrugComb	FD00030	Myeloma	Hematologic Malignancy	Phase 1
DC00357	Avutometinib;Sotorasib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00358	Axatilimab;Durvalumab	DrugComb	FD00022	Liver Cancer	Liver Cancer	Phase 2
DC00358	Axatilimab;Durvalumab	DrugComb	FD00033	Other Cancer	Other Cancer	Phase 1
DC00359	Axatilimab;Nivolumab	DrugComb	FD00024	Lymphoma	Hematologic Malignancy	Phase 2
DC00360	Axitinib;Erfonrilimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2|Phase 3
DC00361	Axitinib;Ipilimumab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00362	Axitinib;Mavorixafor	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 1|Phase 2
DC00363	Axitinib;Nivolumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC00364	Axitinib;Pembrolizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Approval
DC00365	Axitinib;SEA-TGT;Sasanlimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00366	Axitinib;Sintilimab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC00367	Axitinib;Tislelizumab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC00368	Axitinib;Toripalimab	DrugComb	FD00020	Kidney Cancer	Kidney Cancer	Phase 2
DC00368	Axitinib;Toripalimab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 2
DC00368	Axitinib;Toripalimab	DrugComb	FD00026	Melanoma	Melanoma	Phase 2
DC00369	AZD4547;Tislelizumab	DrugComb	FD00006	Bladder Cancer	Bladder Cancer	Phase 2
DC00370	AZD4573;Acalabrutinib	DrugComb	FD00019	Hematologic Malignancies	Hematologic Malignancy	Phase 1|Phase 2
DC00371	AZD5335;Saruparib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1|Phase 2
DC00371	AZD5335;Saruparib	DrugComb	FD00034	Ovarian Cancer	Ovarian Cancer	Phase 1|Phase 2
DC00372	AZD8186;Abiraterone	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00373	AZD8186;Vistusertib	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00374	AZD8701;Durvalumab	DrugComb	FD00023	Lung Cancer	Lung Cancer	Phase 1
DC00375	AZD9592;Osimertinib	DrugComb	FD00018	Head and Neck Cancer	Head and Neck Cancer	Phase 1
