tpid	tp_name	genename1	genename2	tp_moatype	tp_tcrd_tdl	gosemsinbp	gosemsincc	gosemsinmf	tp_keggpathways_no	tp_reactomepathways_no	tp_wikipathways_no	tp_associateddrugs_no	tp_associateddiseases_no
TP00846	EGFR;ESR1	EGFR	ESR1	CIT+CIT	Tclin+Tclin	0.53	0.693	0.602	6	5	6	3	2
TP00847	EGFR;ESR2	EGFR	ESR2	CIT+CIT	Tclin+Tclin	0.431	0.414	0.54	5	4	3	3	2
TP00848	EGFR;FCGR1A	EGFR	FCGR1A	CET+CIT	Tclin+Tclin	0.385	0.603	0.545	0	0	0	1	1
TP00849	EGFR;FCGR3A	EGFR	FCGR3A	CET+CIT	Tclin+Tclin	0.275	0.536	0.547	0	0	0	1	3
TP00850	EGFR;FLT1	EGFR	FLT1	CET+CIT	Tclin+Tclin	0.617	0.716	0.743	7	0	9	3	2
TP00851	EGFR;FLT3	EGFR	FLT3	CIT+CIT	Tclin+Tclin	0.587	0.724	0.748	5	4	7	2	1
TP00852	EGFR;FLT4	EGFR	FLT4	CET+CIT	Tclin+Tclin	0.625	0.642	0.76	8	0	8	3	2
TP00853	EGFR;FNTB	EGFR	FNTB	CIT+CIT	Tclin+Tclin	0.16	0.39	0.483	0	0	0	1	1
TP00854	EGFR;GLS2	EGFR	GLS2	CIT+CIT	Tchem+Tclin	0.198	0.345	0.449	2	0	1	1	1
TP00855	EGFR;GPRC5D	EGFR	GPRC5D	CIT+CIT	Tbio+Tclin	0.348	0.591	0.524	0	0	1	1	3
TP00856	EGFR;GSAP	EGFR	GSAP	CIT+CIT	Tchem+Tclin	0.163	0.716	0.455	0	0	0	1	1
TP00857	EGFR;HDAC1	EGFR	HDAC1	CIT+CIT	Tclin+Tclin	0.509	0.541	0.561	3	0	2	6	2
TP00858	EGFR;HDAC10	EGFR	HDAC10	CIT+CIT	Tclin+Tclin	0.268	0.486	0.497	0	0	0	4	2
TP00859	EGFR;HDAC11	EGFR	HDAC11	CIT+CIT	Tclin+Tclin	0.178	0.507	0.467	0	0	1	1	1
TP00860	EGFR;HDAC2	EGFR	HDAC2	CIT+CIT	Tclin+Tclin	0.506	0.534	0.581	3	0	2	6	2
TP00861	EGFR;HDAC3	EGFR	HDAC3	CIT+CIT	Tclin+Tclin	0.438	0.631	0.568	0	1	1	6	2
TP00862	EGFR;HDAC4	EGFR	HDAC4	CIT+CIT	Tclin+Tclin	0.416	0.521	0.537	1	0	1	4	2
TP00863	EGFR;HDAC5	EGFR	HDAC5	CIT+CIT	Tclin+Tclin	0.314	0.524	0.546	1	0	1	4	2
TP00864	EGFR;HDAC6	EGFR	HDAC6	CIT+CIT	Tclin+Tclin	0.412	0.581	0.583	0	0	1	5	2
TP00865	EGFR;HDAC7	EGFR	HDAC7	CIT+CIT	Tclin+Tclin	0.338	0.497	0.545	0	0	1	4	2
TP00866	EGFR;HDAC8	EGFR	HDAC8	CIT+CIT	Tclin+Tclin	0.226	0.598	0.477	0	0	0	6	2
TP00867	EGFR;HDAC9	EGFR	HDAC9	CIT+CIT	Tclin+Tclin	0.316	0.522	0.496	0	0	1	4	2
TP00868	EGFR;HGF	EGFR	HGF	CET+CIT	Tchem+Tclin	0.559	0.524	0.508	14	4	9	4	3
TP00869	EGFR;HLA-G	EGFR	HLA-G	CET+CIT	Tbio+Tclin	0.281	0.715	0.512	3	0	2	1	1
TP00870	EGFR;HSP90AA1	EGFR	HSP90AA1	CIT+CIT	Tchem+Tclin	0.416	0.689	0.646	5	8	8	2	1
TP00871	EGFR;HSP90AB1	EGFR	HSP90AB1	CIT+CIT	Tchem+Tclin	0.485	0.722	0.666	5	0	4	2	1
TP00872	EGFR;IGF1	EGFR	IGF1	CIT+CIT	Tbio+Tclin	0.586	0.528	0.476	15	0	10	1	1
TP00873	EGFR;IGF1R	EGFR	IGF1R	CIT+CIT	Tclin+Tclin	0.624	0.696	0.736	18	2	14	10	4
TP00874	EGFR;IGF2	EGFR	IGF2	CIT+CIT	Tbio+Tclin	0.578	0.428	0.476	6	0	4	1	1
TP00875	EGFR;IL15	EGFR	IL15	CET+CIT	Tchem+Tclin	0.47	0.636	0.469	2	0	1	1	1
TP00876	EGFR;IL15RA	EGFR	IL15RA	CET+CIT	Tbio+Tclin	0.226	0.747	0.538	2	0	2	1	1
TP00877	EGFR;ITGA5	EGFR	ITGA5	CET+CIT	Tbio+Tclin	0.523	0.719	0.507	7	1	6	1	1
TP00878	EGFR;ITGAV	EGFR	ITGAV	CIT+CIT	Tchem+Tclin	0.509	0.707	0.568	7	1	7	1	1
TP00879	EGFR;ITGB3	EGFR	ITGB3	CIT+CIT	Tclin+Tclin	0.511	0.745	0.63	8	1	7	1	1
TP00880	EGFR;JAK1	EGFR	JAK1	CIT+CIT	Tclin+Tclin	0.459	0.686	0.726	10	1	10	5	1
TP00881	EGFR;JAK2	EGFR	JAK2	CIT+CIT	Tclin+Tclin	0.56	0.687	0.71	6	1	11	3	1
TP00882	EGFR;KDR	EGFR	KDR	CET+CIT	Tclin+Tclin	0.625	0.793	0.774	8	0	11	11	3
TP00883	EGFR;KLRC1	EGFR	KLRC1	CET+CIT	Tbio+Tclin	0.289	0.508	0.545	0	0	0	1	1
TP00884	EGFR;KRAS	EGFR	KRAS	CIT+CIT	Tclin+Tclin	0.49	0.698	0.461	37	0	23	11	4
TP00885	EGFR;LGR5	EGFR	LGR5	CIT+CIT	Tbio+Tclin	0.42	0.579	0.556	0	0	1	1	4
TP00886	EGFR;MAP2K1	EGFR	MAP2K1	CIT+CIT	Tclin+Tclin	0.587	0.689	0.699	41	1	25	13	4
TP00887	EGFR;MAP2K2	EGFR	MAP2K2	CIT+CIT	Tclin+Tclin	0.487	0.675	0.687	38	1	20	13	4
TP00888	EGFR;MAPK1	EGFR	MAPK1	CIT+CIT	Tchem+Tclin	0.57	0.695	0.73	44	4	34	1	1
TP00889	EGFR;MAPK3	EGFR	MAPK3	CIT+CIT	Tchem+Tclin	0.591	0.704	0.707	44	4	29	1	1
TP00890	EGFR;MERTK	EGFR	MERTK	CIT+CIT	Tchem+Tclin	0.517	0.64	0.723	0	0	1	1	1
TP00891	EGFR;MET	EGFR	MET	CIT+CIT	Tclin+Tclin	0.569	0.617	0.801	18	4	13	31	8
TP00892	EGFR;MTOR	EGFR	MTOR	CIT+CIT	Tclin+Tclin	0.502	0.66	0.695	24	1	18	14	7
TP00893	EGFR;MUC1	EGFR	MUC1	CIT+CIT	Tchem+Tclin	0.285	0.62	0.49	0	0	0	1	2
TP00894	EGFR;NT5E	EGFR	NT5E	CIT+CIT	Tchem+Tclin	0.187	0.616	0.464	0	0	0	1	1
TP00895	EGFR;PARP1	EGFR	PARP1	CIT+CIT	Tclin+Tclin	0.469	0.614	0.597	0	0	1	3	2
TP00896	EGFR;PARP2	EGFR	PARP2	CIT+CIT	Tclin+Tclin	0.315	0.382	0.561	0	0	0	3	2
TP00897	EGFR;PDCD1	EGFR	PDCD1	CET+CIT	Tclin+Tclin	0.266	0.424	1.0	1	0	1	19	5
TP00898	EGFR;PIK3CA	EGFR	PIK3CA	CIT+CIT	Tclin+Tclin	0.518	0.597	0.649	37	11	21	10	3
TP00899	EGFR;PIK3CB	EGFR	PIK3CB	CIT+CIT	Tchem+Tclin	0.472	0.646	0.6	37	4	17	4	2
TP00900	EGFR;PIK3CD	EGFR	PIK3CD	CIT+CIT	Tclin+Tclin	0.456	0.591	0.593	37	3	19	8	3
TP00901	EGFR;PIK3CG	EGFR	PIK3CG	CIT+CIT	Tclin+Tclin	0.452	0.586	0.682	3	0	8	4	2
TP00902	EGFR;PPARG	EGFR	PPARG	CIT+CIT	Tclin+Tclin	0.491	0.532	0.585	1	0	2	1	1
TP00903	EGFR;PRKCB	EGFR	PRKCB	CIT+CIT	Tchem+Tclin	0.47	0.604	0.667	22	0	12	1	1
TP00904	EGFR;PTK2	EGFR	PTK2	CET+CIT	Tclin+Tclin	0.621	0.628	0.742	11	3	16	1	1
TP00905	EGFR;PTPN11	EGFR	PTPN11	CIT+CIT	Tchem+Tclin	0.495	0.557	0.531	7	4	6	2	1
TP00906	EGFR;RAF1	EGFR	RAF1	CIT+CIT	Tclin+Tclin	0.578	0.593	0.758	40	0	27	2	2
TP00907	EGFR;RET	EGFR	RET	CIT+CIT	Tclin+Tclin	0.604	0.678	0.741	6	1	2	1	1
TP00908	EGFR;RPS6KB1	EGFR	RPS6KB1	CIT+CIT	Tchem+Tclin	0.477	0.585	0.725	18	0	10	1	1
TP00909	EGFR;RXRA	EGFR	RXRA	CIT+CIT	Tclin+Tclin	0.438	0.533	0.566	7	0	3	3	1
TP00910	EGFR;RXRB	EGFR	RXRB	CIT+CIT	Tclin+Tclin	0.406	0.494	0.489	5	0	2	3	1
TP00911	EGFR;TACSTD2	EGFR	TACSTD2	CIT+CIT	Tclin+Tclin	0.274	0.655	1.0	0	0	1	2	1
TP00912	EGFR;TBL1X	EGFR	TBL1X	CIT+CIT	Tbio+Tclin	0.331	0.387	0.53	0	1	0	1	1
TP00913	EGFR;TBL1Y	EGFR	TBL1Y	CIT+CIT	Tbio+Tclin	0.171	0.361	0.458	0	0	0	1	1
TP00914	EGFR;TGFB1	EGFR	TGFB1	CET+CIT	Tbio+Tclin	0.603	0.651	0.538	9	0	10	2	1
TP00915	EGFR;TLR8	EGFR	TLR8	CET+CIT	Tchem+Tclin	0.336	0.644	0.385	1	0	0	1	1
TP00916	EGFR;TLR9	EGFR	TLR9	CIT+CIT	Tclin+Tclin	0.435	0.753	0.416	1	0	0	2	2
TP00917	EGFR;TNFRSF10B	EGFR	TNFRSF10B	CIT+CIT	Tbio+Tclin	0.409	0.487	0.542	0	0	0	1	1
TP00918	EGFR;TNFRSF9	EGFR	TNFRSF9	CET+CIT	Tbio+Tclin	0.232	0.444	0.536	0	0	0	2	3
TP00919	EGFR;VEGFA	EGFR	VEGFA	CET+CIT	Tclin+Tclin	0.572	0.629	0.506	18	1	13	10	6
TP00920	ENG;PDCD1	ENG	PDCD1	CET+CIT	Tbio+Tclin	0.294	0.644	1.0	0	0	0	1	1
TP00921	ENG;VEGFA	ENG	VEGFA	CET+CIT	Tbio+Tclin	0.555	0.614	0.6	0	0	1	1	3
TP00922	ENTPD1;PDCD1	ENTPD1	PDCD1	CET+CET	Tchem+Tclin	0.18	0.705	1.0	0	0	1	2	2
TP00923	ENTPD1;TGFBR2	ENTPD1	TGFBR2	CET+CIT	Tchem+Tchem	0.158	0.666	0.361	0	0	0	1	1
TP00924	EP300;PARP1	EP300	PARP1	CIT+CIT	Tchem+Tclin	0.486	0.843	0.614	0	0	1	1	1
TP00925	EP300;PARP2	EP300	PARP2	CIT+CIT	Tchem+Tclin	0.329	0.721	0.529	0	0	0	1	1
TP00926	EPAS1;KDR	EPAS1	KDR	CET+CIT	Tclin+Tclin	0.496	0.461	0.448	0	0	2	1	1
TP00927	EPHA2;PDCD1	EPHA2	PDCD1	CET+CIT	Tclin+Tclin	0.312	0.532	1.0	0	0	0	1	1
TP00928	EPO;HDAC1	EPO	HDAC1	CET+CIT	Tbio+Tclin	0.442	0.365	0.455	1	0	1	1	1
TP00929	EPO;HDAC10	EPO	HDAC10	CET+CIT	Tbio+Tclin	0.266	0.381	0.429	0	0	0	1	1
TP00930	EPO;HDAC11	EPO	HDAC11	CET+CIT	Tbio+Tclin	0.157	0.328	0.497	0	0	0	1	1
TP00931	EPO;HDAC2	EPO	HDAC2	CET+CIT	Tbio+Tclin	0.503	0.323	0.464	1	0	1	1	1
TP00932	EPO;HDAC3	EPO	HDAC3	CET+CIT	Tbio+Tclin	0.404	0.347	0.513	0	0	0	1	1
TP00933	EPO;HDAC4	EPO	HDAC4	CET+CIT	Tbio+Tclin	0.452	0.357	0.44	0	0	0	1	1
TP00934	EPO;HDAC5	EPO	HDAC5	CET+CIT	Tbio+Tclin	0.352	0.365	0.488	0	0	0	1	1
TP00935	EPO;HDAC6	EPO	HDAC6	CET+CIT	Tbio+Tclin	0.37	0.38	0.533	0	0	0	1	1
TP00936	EPO;HDAC7	EPO	HDAC7	CET+CIT	Tbio+Tclin	0.286	0.386	0.475	0	0	0	1	1
TP00937	EPO;HDAC8	EPO	HDAC8	CET+CIT	Tbio+Tclin	0.218	0.359	0.512	0	0	0	1	1
TP00938	EPO;HDAC9	EPO	HDAC9	CET+CIT	Tbio+Tclin	0.332	0.346	0.462	0	0	0	1	1
TP00939	ERBB2;ERBB3	ERBB2	ERBB3	CIT+CIT	Tclin+Tclin	0.704	0.78	0.86	7	0	4	3	7
TP00940	ERBB2;ESR1	ERBB2	ESR1	CIT+CIT	Tclin+Tclin	0.497	0.733	0.5	4	4	5	6	1
TP00941	ERBB2;ESR2	ERBB2	ESR2	CIT+CIT	Tclin+Tclin	0.467	0.429	0.496	3	3	3	6	1
TP00942	ERBB2;EZH1	ERBB2	EZH1	CIT+CIT	Tchem+Tclin	0.304	0.314	0.509	0	0	0	1	1
TP00943	ERBB2;EZH2	ERBB2	EZH2	CIT+CIT	Tclin+Tclin	0.484	0.521	0.451	1	0	0	1	1
TP00944	ERBB2;FGFR1	ERBB2	FGFR1	CIT+CIT	Tclin+Tclin	0.678	0.845	0.829	9	0	5	1	1
TP00945	ERBB2;FGFR2	ERBB2	FGFR2	CIT+CIT	Tclin+Tclin	0.6	0.773	0.819	8	0	5	1	1
TP00946	ERBB2;FGFR3	ERBB2	FGFR3	CIT+CIT	Tclin+Tclin	0.66	0.732	0.866	8	0	5	1	1
TP00947	ERBB2;FLT1	ERBB2	FLT1	CET+CIT	Tclin+Tclin	0.685	0.705	0.851	5	0	2	1	1
TP00948	ERBB2;FLT4	ERBB2	FLT4	CET+CIT	Tclin+Tclin	0.678	0.762	0.869	6	0	2	1	1
TP00949	ERBB2;HDAC1	ERBB2	HDAC1	CIT+CIT	Tclin+Tclin	0.518	0.554	0.493	2	0	1	3	1
TP00950	ERBB2;HDAC10	ERBB2	HDAC10	CIT+CIT	Tclin+Tclin	0.283	0.517	0.499	0	0	0	3	1
TP00951	ERBB2;HDAC11	ERBB2	HDAC11	CIT+CIT	Tclin+Tclin	0.264	0.595	0.519	0	0	0	1	1
TP00952	ERBB2;HDAC2	ERBB2	HDAC2	CIT+CIT	Tclin+Tclin	0.48	0.539	0.513	2	0	1	3	1
TP00953	ERBB2;HDAC3	ERBB2	HDAC3	CIT+CIT	Tclin+Tclin	0.426	0.693	0.545	0	0	0	3	1
TP00954	ERBB2;HDAC4	ERBB2	HDAC4	CIT+CIT	Tclin+Tclin	0.479	0.56	0.516	1	0	0	3	1
TP00955	ERBB2;HDAC5	ERBB2	HDAC5	CIT+CIT	Tclin+Tclin	0.353	0.562	0.536	1	0	0	3	1
TP00956	ERBB2;HDAC6	ERBB2	HDAC6	CIT+CIT	Tclin+Tclin	0.423	0.588	0.556	0	0	0	3	1
TP00957	ERBB2;HDAC7	ERBB2	HDAC7	CIT+CIT	Tclin+Tclin	0.374	0.551	0.525	0	0	0	3	1
TP00958	ERBB2;HDAC8	ERBB2	HDAC8	CIT+CIT	Tclin+Tclin	0.237	0.684	0.525	0	0	0	3	1
TP00959	ERBB2;HDAC9	ERBB2	HDAC9	CIT+CIT	Tclin+Tclin	0.367	0.539	0.506	0	0	0	3	1
TP00960	ERBB2;HSP90AA1	ERBB2	HSP90AA1	CIT+CIT	Tchem+Tclin	0.41	0.695	0.602	3	16	1	2	2
TP00961	ERBB2;HSP90AB1	ERBB2	HSP90AB1	CIT+CIT	Tchem+Tclin	0.46	0.696	0.599	3	0	1	2	2
TP00962	ERBB2;IGF1	ERBB2	IGF1	CIT+CIT	Tbio+Tclin	0.568	0.467	0.534	10	0	5	1	1
TP00963	ERBB2;IGF1R	ERBB2	IGF1R	CIT+CIT	Tclin+Tclin	0.59	0.734	0.809	11	0	7	1	1
TP00964	ERBB2;IGF2	ERBB2	IGF2	CIT+CIT	Tbio+Tclin	0.543	0.374	0.512	4	0	1	1	1
TP00965	ERBB2;IL2RA	ERBB2	IL2RA	CET+CIT	Tclin+Tclin	0.392	0.542	0.588	2	1	1	1	1
TP00966	ERBB2;IL2RB	ERBB2	IL2RB	CET+CIT	Tclin+Tclin	0.381	0.751	0.606	2	1	1	1	1
TP00967	ERBB2;IL2RG	ERBB2	IL2RG	CIT+CIT	Tclin+Tclin	0.402	0.79	0.617	2	1	1	1	1
TP00968	ERBB2;IL6R	ERBB2	IL6R	CET+CIT	Tclin+Tclin	0.487	0.666	0.637	4	0	2	1	1
TP00969	ERBB2;ITGAV	ERBB2	ITGAV	CIT+CIT	Tchem+Tclin	0.472	0.65	0.592	4	0	2	1	1
TP00970	ERBB2;ITGB3	ERBB2	ITGB3	CIT+CIT	Tclin+Tclin	0.514	0.651	0.635	4	0	1	1	1
TP00971	ERBB2;JAK1	ERBB2	JAK1	CIT+CIT	Tclin+Tclin	0.56	0.677	0.772	4	1	6	2	2
TP00972	ERBB2;JAK2	ERBB2	JAK2	CIT+CIT	Tclin+Tclin	0.559	0.662	0.756	3	1	6	2	2
TP00973	ERBB2;KDR	ERBB2	KDR	CET+CIT	Tclin+Tclin	0.621	0.769	0.848	6	0	3	2	1
TP00974	ERBB2;KRAS	ERBB2	KRAS	CIT+CIT	Tclin+Tclin	0.493	0.646	0.509	16	0	15	3	1
TP00975	ERBB2;MAP2K1	ERBB2	MAP2K1	CIT+CIT	Tclin+Tclin	0.625	0.715	0.742	18	0	14	3	2
TP00976	ERBB2;MAP2K2	ERBB2	MAP2K2	CIT+CIT	Tclin+Tclin	0.51	0.652	0.722	16	0	14	3	2
TP00977	ERBB2;MET	ERBB2	MET	CIT+CIT	Tclin+Tclin	0.614	0.734	0.906	12	4	5	2	1
TP00978	ERBB2;MTOR	ERBB2	MTOR	CIT+CIT	Tclin+Tclin	0.51	0.602	0.7	13	1	11	8	4
TP00979	ERBB2;PARP1	ERBB2	PARP1	CIT+CIT	Tclin+Tclin	0.426	0.594	0.567	0	0	1	3	3
TP00980	ERBB2;PARP2	ERBB2	PARP2	CIT+CIT	Tclin+Tclin	0.358	0.398	0.515	0	0	0	3	3
TP00981	ERBB2;PDCD1	ERBB2	PDCD1	CET+CIT	Tclin+Tclin	0.289	0.574	1.0	0	0	0	17	10
TP00982	ERBB2;PIK3CA	ERBB2	PIK3CA	CIT+CIT	Tclin+Tclin	0.502	0.631	0.675	17	7	14	7	2
TP00983	ERBB2;PIK3CB	ERBB2	PIK3CB	CIT+CIT	Tchem+Tclin	0.506	0.696	0.655	17	4	11	3	2
TP00984	ERBB2;PIK3CD	ERBB2	PIK3CD	CIT+CIT	Tclin+Tclin	0.483	0.654	0.648	17	3	10	5	2
TP00985	ERBB2;PIK3CG	ERBB2	PIK3CG	CIT+CIT	Tclin+Tclin	0.457	0.636	0.726	1	0	5	3	2
TP00986	ERBB2;SIRPA	ERBB2	SIRPA	CIT+CIT	Tbio+Tclin	0.348	0.615	0.453	0	0	1	1	1
TP00987	ERBB2;TLR9	ERBB2	TLR9	CIT+CIT	Tclin+Tclin	0.453	0.775	0.456	0	0	0	1	1
TP00988	ERBB2;TNFRSF9	ERBB2	TNFRSF9	CET+CIT	Tbio+Tclin	0.269	0.571	0.618	0	0	0	3	4
TP00989	ERBB2;VEGFA	ERBB2	VEGFA	CET+CIT	Tclin+Tclin	0.585	0.556	0.555	11	1	6	1	2
TP00990	ERBB3;IGF1R	ERBB3	IGF1R	CIT+CIT	Tclin+Tclin	0.556	0.658	0.708	4	0	2	1	5
TP00991	ERBB3;MAP2K1	ERBB3	MAP2K1	CIT+CIT	Tclin+Tclin	0.601	0.476	0.747	6	0	3	1	1
TP00992	ERBB3;MAP2K2	ERBB3	MAP2K2	CIT+CIT	Tclin+Tclin	0.44	0.406	0.707	6	0	3	1	1
TP00993	ERBB3;PDCD1	ERBB3	PDCD1	CET+CIT	Tclin+Tclin	0.416	0.667	1.0	0	0	0	2	2
TP00994	ERBB4;IGF1	ERBB4	IGF1	CIT+CIT	Tbio+Tclin	0.558	0.469	0.469	3	0	0	1	1
TP00995	ERBB4;IGF2	ERBB4	IGF2	CIT+CIT	Tbio+Tclin	0.555	0.399	0.448	3	0	0	1	1
TP00996	ERBB4;ITGAV	ERBB4	ITGAV	CIT+CIT	Tchem+Tclin	0.448	0.602	0.513	2	0	0	1	1
TP00997	ERBB4;ITGB3	ERBB4	ITGB3	CIT+CIT	Tclin+Tclin	0.487	0.723	0.562	2	0	0	1	1
TP00998	ERBB4;JAK1	ERBB4	JAK1	CIT+CIT	Tclin+Tclin	0.507	0.576	0.741	1	0	0	1	1
TP00999	ERBB4;JAK2	ERBB4	JAK2	CIT+CIT	Tclin+Tclin	0.561	0.713	0.744	1	0	1	1	1
TP01000	ERBB4;KRAS	ERBB4	KRAS	CIT+CIT	Tclin+Tclin	0.464	0.586	0.434	4	0	2	3	1
TP01001	ERBB4;MAP2K1	ERBB4	MAP2K1	CIT+CIT	Tclin+Tclin	0.62	0.657	0.728	4	0	3	1	1
TP01002	ERBB4;MAP2K2	ERBB4	MAP2K2	CIT+CIT	Tclin+Tclin	0.434	0.627	0.723	4	0	2	1	1
TP01003	ERBB4;MTOR	ERBB4	MTOR	CIT+CIT	Tclin+Tclin	0.467	0.604	0.777	4	0	1	1	1
TP01004	ERBB4;PDCD1	ERBB4	PDCD1	CET+CIT	Tclin+Tclin	0.35	0.462	1.0	0	0	0	1	1
TP01005	ESR1;FGFR1	ESR1	FGFR1	CIT+CIT	Tclin+Tclin	0.411	0.762	0.46	3	0	2	1	1
TP01006	ESR1;FGFR2	ESR1	FGFR2	CIT+CIT	Tclin+Tclin	0.531	0.768	0.432	1	0	1	1	1
TP01007	ESR1;FGFR3	ESR1	FGFR3	CIT+CIT	Tclin+Tclin	0.391	0.689	0.45	1	0	1	1	1
TP01008	ESR1;FLT1	ESR1	FLT1	CET+CIT	Tclin+Tclin	0.387	0.594	0.433	0	0	0	1	1
TP01009	ESR1;FLT4	ESR1	FLT4	CET+CIT	Tclin+Tclin	0.396	0.728	0.457	2	0	2	1	1
TP01010	ESR1;FNTB	ESR1	FNTB	CIT+CIT	Tclin+Tclin	0.127	0.514	0.498	0	0	0	2	1
TP01011	ESR1;GNRHR	ESR1	GNRHR	CIT+CIT	Tclin+Tclin	0.336	0.526	0.248	0	0	0	1	1
TP01012	ESR1;HDAC1	ESR1	HDAC1	CIT+CIT	Tclin+Tclin	0.568	0.806	0.622	2	1	1	2	1
TP01013	ESR1;HDAC10	ESR1	HDAC10	CIT+CIT	Tclin+Tclin	0.339	0.643	0.493	0	0	0	1	1
TP01014	ESR1;HDAC2	ESR1	HDAC2	CIT+CIT	Tclin+Tclin	0.513	0.795	0.553	2	0	1	2	1
TP01015	ESR1;HDAC3	ESR1	HDAC3	CIT+CIT	Tclin+Tclin	0.434	0.818	0.567	1	0	1	2	1
TP01016	ESR1;HDAC8	ESR1	HDAC8	CIT+CIT	Tclin+Tclin	0.346	0.729	0.484	0	0	0	1	1
TP01017	ESR1;HSP90AA1	ESR1	HSP90AA1	CIT+CIT	Tchem+Tclin	0.337	0.726	0.593	3	3	3	1	1
TP01018	ESR1;HSP90AB1	ESR1	HSP90AB1	CIT+CIT	Tchem+Tclin	0.41	0.722	0.581	3	2	2	1	1
TP01019	ESR1;IGF1R	ESR1	IGF1R	CIT+CIT	Tclin+Tclin	0.48	0.722	0.474	4	1	2	2	1
TP01020	ESR1;KAT6A	ESR1	KAT6A	CIT+CIT	Tchem+Tclin	0.457	0.699	0.542	0	0	0	1	1
TP01021	ESR1;KDR	ESR1	KDR	CET+CIT	Tclin+Tclin	0.46	0.691	0.473	1	0	1	1	1
TP01022	ESR1;MAP2K1	ESR1	MAP2K1	CIT+CIT	Tclin+Tclin	0.505	0.689	0.417	8	0	5	1	1
TP01023	ESR1;MAP2K2	ESR1	MAP2K2	CIT+CIT	Tclin+Tclin	0.378	0.633	0.432	8	0	3	1	1
TP01024	ESR1;MAPK11	ESR1	MAPK11	CIT+CIT	Tchem+Tclin	0.391	0.662	0.409	3	0	0	1	1
TP01025	ESR1;MAPK14	ESR1	MAPK14	CIT+CIT	Tchem+Tclin	0.51	0.659	0.463	3	0	2	1	1
TP01026	ESR1;MTOR	ESR1	MTOR	CIT+CIT	Tclin+Tclin	0.4	0.695	0.479	6	1	3	6	4
TP01027	ESR1;PARP1	ESR1	PARP1	CIT+CIT	Tclin+Tclin	0.428	0.832	0.618	0	0	3	2	2
TP01028	ESR1;PARP2	ESR1	PARP2	CIT+CIT	Tclin+Tclin	0.247	0.579	0.512	0	0	0	2	2
TP01029	ESR1;PDCD1	ESR1	PDCD1	CET+CIT	Tclin+Tclin	0.271	0.477	1.0	0	0	0	1	1
TP01030	ESR1;PGR	ESR1	PGR	CIT+CIT	Tclin+Tclin	0.636	0.646	0.857	3	4	4	1	1
TP01031	ESR1;PIK3CA	ESR1	PIK3CA	CIT+CIT	Tclin+Tclin	0.413	0.627	0.374	8	4	4	11	4
TP01032	ESR1;PIK3CB	ESR1	PIK3CB	CIT+CIT	Tchem+Tclin	0.403	0.76	0.394	8	3	2	2	1
TP01033	ESR1;PIK3CD	ESR1	PIK3CD	CIT+CIT	Tclin+Tclin	0.362	0.66	0.382	8	3	3	5	2
TP01034	ESR1;PIK3CG	ESR1	PIK3CG	CIT+CIT	Tclin+Tclin	0.366	0.648	0.382	0	0	1	2	1
TP01035	ESR1;PRKCB	ESR1	PRKCB	CIT+CIT	Tchem+Tclin	0.493	0.689	0.504	5	0	1	1	1
TP01036	ESR1;TTK	ESR1	TTK	CIT+CIT	Tchem+Tclin	0.242	0.708	0.438	0	0	0	1	1
TP01037	ESR2;FGFR1	ESR2	FGFR1	CIT+CIT	Tclin+Tclin	0.331	0.509	0.413	2	0	2	1	1
TP01038	ESR2;FGFR2	ESR2	FGFR2	CIT+CIT	Tclin+Tclin	0.279	0.481	0.383	1	0	1	1	1
TP01039	ESR2;FGFR3	ESR2	FGFR3	CIT+CIT	Tclin+Tclin	0.355	0.526	0.396	1	0	1	1	1
TP01040	ESR2;FLT1	ESR2	FLT1	CET+CIT	Tclin+Tclin	0.316	0.363	0.391	0	0	0	1	1
TP01041	ESR2;FLT4	ESR2	FLT4	CET+CIT	Tclin+Tclin	0.312	0.51	0.421	2	0	2	1	1
TP01042	ESR2;FNTB	ESR2	FNTB	CIT+CIT	Tclin+Tclin	0.148	0.451	0.475	0	0	0	2	1
TP01043	ESR2;GNRHR	ESR2	GNRHR	CIT+CIT	Tclin+Tclin	0.381	0.282	0.293	0	0	0	1	1
TP01044	ESR2;HDAC1	ESR2	HDAC1	CIT+CIT	Tclin+Tclin	0.451	0.707	0.573	1	0	2	2	1
TP01045	ESR2;HDAC10	ESR2	HDAC10	CIT+CIT	Tclin+Tclin	0.442	0.82	0.462	0	0	0	1	1
TP01046	ESR2;HDAC2	ESR2	HDAC2	CIT+CIT	Tclin+Tclin	0.413	0.78	0.52	1	0	1	2	1
TP01047	ESR2;HDAC3	ESR2	HDAC3	CIT+CIT	Tclin+Tclin	0.49	0.685	0.468	0	0	0	2	1
TP01048	ESR2;HDAC8	ESR2	HDAC8	CIT+CIT	Tclin+Tclin	0.458	0.766	0.452	0	0	0	1	1
TP01049	ESR2;HSP90AA1	ESR2	HSP90AA1	CIT+CIT	Tchem+Tclin	0.305	0.534	0.544	3	2	1	1	1
TP01050	ESR2;HSP90AB1	ESR2	HSP90AB1	CIT+CIT	Tchem+Tclin	0.335	0.481	0.537	3	1	1	1	1
TP01051	ESR2;IGF1R	ESR2	IGF1R	CIT+CIT	Tclin+Tclin	0.411	0.431	0.449	3	1	2	2	1
TP01052	ESR2;KAT6A	ESR2	KAT6A	CIT+CIT	Tchem+Tclin	0.536	0.819	0.534	0	0	0	1	1
